id;label;dev
118;ClosedCaption;0
119;ClosedCaptionList;0
120;ClosedCaptionText;0
121;ClosedCaptionCtrl;0
122;ChunkIndex;0
123;SampleChooserActivity;0
124;ArrayAdapter;0
125;View;0
126;ViewGroup;0
127;Activity;0
128;Bundle;0
129;Samples;2
130;BaseExpandableListAdapter;0
131;FlvExtractor;0
132;ScriptTagPayloadReader;2
133;PlayerActivity;0
134;MediaController;0
135;SurfaceView;0
136;TextView;0
137;KeyEvent;0
138;MediaPlayerControl;0
139;AudioCapabilitiesReceiver;0
140;Button;0
141;Intent;0
142;MenuItem;0
143;OnClickListener;0
144;OnMenuItemClickListener;0
145;PopupMenu;0
146;SurfaceHolder;0
147;TtmlColorParserTest;2
148;ChunkSampleSource;2
149;BaseChunkSampleSourceEventListener;0
150;ExoPlayerImplInternal;2
151;HandlerThread;0
152;OggVorbisExtractor;2
153;VorbisUtil;2
154;OggReader;2
155;SmoothStreamingManifest;0
156;FormatWrapper;0
157;PtsTimestampAdjusterProvider;2
158;HlsSampleSource;2
159;BandwidthMeter;0
160;MediaCodecAudioTrackRenderer;2
161;StreamingDrmSessionManager;0
162;DashChunkSource;2
163;TextRenderer;0
164;DebugTextViewHelper;0
165;TsChunk;0
166;MediaChunk;0
167;Aes128DataSource;0
168;HlsExtractorWrapper;0
169;H262Reader;2
170;ElementaryStreamReader;2
171;VorbisBitArray;2
172;SingleSampleMediaChunk;0
173;BaseMediaChunk;0
174;VpxOutputBuffer;0
175;VpxDecoder;2
176;Mp4WebvttParser;0
177;SubtitleParser;0
178;WebvttCue;0
179;Mp4WebvttSubtitle;0
180;WebvttCueParser;0
181;Eia608TrackRenderer;2
182;DefaultHlsTrackSelector;2
183;HlsTrackSelector;2
184;RecordableOggExtractorInput;2
185;RecordableExtractorInput;2
186;UtcTimingElement;0
187;WebvttExtractor;0
188;ContentProtection;0
189;LibopusAudioTrackRenderer;2
190;MediaClock;0
191;SmoothStreamingRendererBuilder;2
192;PlaybackParams;0
193;AudioTimestamp;0
194;ConditionVariable;0
195;XingSeekerTest;2
196;OkHttpDataSource;2
197;HttpDataSource;0
198;CacheControl;0
199;OkHttpClient;0
200;Request;0
201;Response;0
202;PsshAtomUtil;0
203;CacheDataSink;0
204;DataSink;0
205;Cache;0
206;DefaultAllocator;0
207;Allocator;0
208;Allocation;0
209;MediaCodecSelector;0
210;SubripSubtitle;0
211;Subtitle;0
212;Ac3Reader;2
213;Ac3Util;0
214;RangedUri;0
215;Representation;0
216;UrlTemplate;0
217;HlsRendererBuilder;2
218;ContainerMediaChunk;0
219;TtmlSubtitle;0
220;TtmlNode;0
221;Cue;0
222;Id3Reader;2
223;FrameworkSampleSource;2
224;MediaExtractor;0
225;DtsUtil;0
226;RollingSampleBuffer;0
227;FragmentedMp4Extractor;2
228;TrackFragment;0
229;DefaultSampleValues;0
230;[Z;0
231;BehindLiveWindowException;0
232;ChunkSource;0
233;DashTrackSelector;0
234;FormatEvaluator;0
235;SubripParserTest;2
236;DefaultHttpDataSource;0
237;TransferListener;0
238;MediaFormatTest;0
239;DtsReader;2
240;TextTrackRenderer;2
241;Action;0
242;SingleSampleSource;2
243;MpegAudioReader;2
244;ExoPlayerImpl;2
245;LogcatLogger;0
246;ParsableByteArrayTest;2
247;VorbisBitArrayTest;2
248;OggVorbisExtractorTest;2
249;TraceUtil;0
250;SeiReader;2
251;VpxPlaybackTest;2
252;DummyTrackOutput;0
253;WebvttParser;0
254;H264Reader;2
255;NalUnitTargetBuffer;0
256;AdtsReaderTest;2
257;FakeTrackOutput;0
258;TestUtil;0
259;HlsChunkSource;2
260;DataChunk;0
261;TsExtractor;2
262;SparseBooleanArray;0
263;VideoFormatSelectorUtil;2
264;MimeTypes;0
265;Display;0
266;Point;0
267;WebvttSubtitle;0
268;H265Reader;2
